"OILPRICE","CL2_log","CL3_log","CL4_log","CL5_log","CL6_log","CL7_log","CL8_log","CL9_log","CL10_log","CL11_log","CL12_log","CL13_log","CL14_log","CL15_log","BDIY_log","SPX_log","DX1_log","GC1_log","HO1_log","USCI_log","GNR_log","SHCOMP_log","FTSE_log","respLAG","residuos","fitted","obs"
4.57481406597319,4.58812575137883,4.59096983658695,4.59340120238809,4.59532184993328,4.59693638106099,4.59814557105113,4.59925271222405,4.59955444720246,4.59885025724327,4.59693638106099,4.5940081212819,4.59066549978521,4.58680252862991,4.58323127846934,7.05358572719368,7.22225940247712,4.38258897653006,7.40473549592607,1.09239298885419,4.09000181278796,3.90721144843092,7.80463890533106,8.64031307185983,4.58435504627417,-0.0123115194670965,4.58712558544029,19
4.57275029473198,4.57851815499066,4.58138965732269,4.58404868936598,4.58639503066176,4.58832916879206,4.58995502018161,4.59147685885609,4.59208494643944,4.59167959580559,4.5898534818762,4.5872098606111,4.58415081876402,4.58057006911986,4.57707930582157,7.0604763659998,7.2179715387385,4.3841992727855,7.37932018879482,1.09530683165938,4.0854719837185,3.89487684659318,7.80338605615998,8.62238169228037,4.57481406597319,-0.00444157680414186,4.57719187153612,20
4.5755353808584,4.57625617582345,4.5790315283784,4.58169682980245,4.58404868936598,4.58598736657132,4.58751525074937,4.58893917287767,4.58934563564112,4.58863421734799,4.58659880040266,4.58384439927334,4.58057006911986,4.57687358683298,4.57326663697508,7.05272104923232,7.21124672216568,4.38884086498155,7.36676115401833,1.09831224365911,4.0802456378426,3.88259419473733,7.78679679302834,8.61796117753552,4.57275029473198,0.0008023078963839,4.57473307296202,21
4.56570144207772,4.57892887478286,4.58138965732269,4.58384439927334,4.5860892981753,4.58792229257854,4.58944722552286,4.59086840127723,4.59127408079598,4.59046255711582,4.58832916879206,4.58537555865991,4.58190155904874,4.5781072664384,4.57440165231646,7.04403289727469,7.21376094432128,4.38890293861331,7.3768209684999,1.09306358973769,4.08142817028887,3.88506282384536,7.78747745761565,8.62047154086974,4.5755353808584,-0.0117688436670428,4.57747028574476,22
4.55155841653944,4.56943937603229,4.57213033190989,4.57491714281707,4.57749061688135,4.57933942595357,4.58097994718687,4.58251549542329,4.58333349137892,4.5827200571505,4.58067255438769,4.5779017588339,4.57460788040545,4.5709927341865,4.56736447125219,7.03702761468628,7.21036783497225,4.39140749647963,7.36707705988101,1.08640474556036,4.06936857615192,3.87556646841753,7.78113015907946,8.62613727840542,4.56570144207772,-0.0160200397634278,4.56757845630287,23
4.54308199367467,4.55524437721837,4.55797375115712,4.56090476969008,4.56351451071926,4.56549336883519,4.56736447125219,4.56912841464083,4.56995743023235,4.56954300834494,4.56777979676953,4.56538931597625,4.56247143145498,4.55912624748668,4.55566476608425,7.03174125876313,7.19919279093534,4.3953499833723,7.35147909920739,1.07483176000271,4.0588900812377,3.85629885665578,7.77516244232481,8.60621088773389,4.55155841653944,-0.00965205621957522,4.55273404989425,24
4.5305543926073,4.54701127181456,4.54997455052014,4.55313977789371,4.55587489426321,4.55797375115712,4.55996359315001,4.56163618396436,4.56236706366278,4.56184506124972,4.56006821207567,4.55755433204643,4.55461346237094,4.55124184396254,4.54775291511814,7.02997291170639,7.19343033873065,4.40342113152804,7.35019498988166,1.07602578999531,4.06302587896467,3.84138592582871,7.77268534577833,8.60109306603243,4.54308199367467,-0.0136250266216305,4.54417941922893,25
4.52785708288542,4.53464041979756,4.53774750967066,4.54095161366144,4.54372022367187,4.54573860221867,4.54764699974443,4.54934030102742,4.55018587765533,4.54997455052014,4.5485998344997,4.54648118963941,4.54414548415032,4.54127146013786,4.53828224044646,7.03614849375054,7.189016783631,4.40524254772388,7.34504199941326,1.06388280814701,4.06457240388843,3.83211362219984,7.7605480148513,8.59513523269582,4.5305543926073,-0.00352646124209472,4.53138354412752,26
4.51612036915458,4.53195412365683,4.53464041979756,4.53731951907992,4.5396712037554,4.54148463430196,4.54329478227,4.54467680555913,4.54531401883473,4.54499546295202,4.54350752559598,4.54127146013786,4.53881668543807,4.53592728324593,4.53313698308826,7.03614849375054,7.17385103430843,4.40525476079309,7.34858753092759,1.04696805551577,4.06078777869326,3.81990771652034,7.77438927131886,8.5826812615894,4.52785708288542,-0.0122735174242597,4.52839388657884,27
4.52796511507912,4.51961229762644,4.52265776441363,4.52547741707884,4.52807313560312,4.53012331166518,4.53206171416745,4.5335667671284,4.53431844501614,4.53399636653357,4.53249196049011,4.5302310993236,4.52774903901951,4.52504414150881,4.5224405383891,7.03966034986208,7.16643584387484,4.40383704893773,7.37117478035086,1.04027671165515,4.05958056978576,3.81198165124792,7.7598359690968,8.56933012983606,4.51612036915458,0.012418111426304,4.51554700365282,28
4.51808607908098,4.53109298259178,4.53410373755423,4.5368913452348,4.5393508449508,4.54127146013786,4.54308199367467,4.54457056385916,4.54510165952197,4.54467680555913,4.54297558239497,4.54063166485052,4.53817531716381,4.53549851273877,4.53281452379595,7.03966034986208,7.1823445130722,4.4016086494016,7.37306038744632,1.05092651443555,4.065258981327,3.83406146395843,7.76144694109977,8.57631079589933,4.52796511507912,-0.00953888357590114,4.52762496265688,29
4.49869794147757,4.52015681166113,4.52341768411583,4.52645160127669,4.52915269956418,4.53130833738964,4.53345933843409,4.5350695583086,4.53571292097287,4.53539129138017,4.53378158990044,4.53173890790221,4.5295841990315,4.52710053056617,4.52461067812967,7.02731451403978,7.18283072073803,4.40706065239352,7.36676115401833,1.0513110155501,4.0517849478033,3.82690075201131,7.77204088422891,8.59476515701112,4.51808607908098,-0.0175745165666338,4.5162724580442,30
4.5071162455127,4.50202942706858,4.50534985070588,4.50832883453854,4.51096939058926,4.5136029924626,4.51568301948656,4.51655752763149,4.51655752763149,4.5152454784601,4.5136029924626,4.51184802875672,4.50976000118343,4.50766760462685,4.50579174200781,7.00306545878646,7.18452300606804,4.41467531850498,7.34536484041687,1.03393153519378,4.04111957876256,3.82994489439254,7.76787346383109,8.56910229615367,4.49869794147757,0.0096844374198763,4.49743180809282,31
4.50931986033126,4.51019994839686,4.51327417128355,4.51590171822991,4.51808607908098,4.52015681166113,4.52200594472732,4.52276635973328,4.52265776441363,4.52135369989498,4.51961229762644,4.51775872897712,4.51568301948656,4.51349339741619,4.51162844157973,6.96413561241824,7.18590203445058,4.41747823440413,7.35787502763073,1.03741041694167,4.04392807630808,3.83102984621861,7.76258328793122,8.58487053130415,4.5071162455127,0.00368004017638097,4.50563982015488,32
4.50821865991164,4.51250650112467,4.51568301948656,4.51830425296643,4.5204833778209,4.52265776441363,4.52461067812967,4.52558570664525,4.52569398448629,4.52471906159046,4.52320062312084,4.52167987548907,4.51961229762644,4.5173220954149,4.51535488166573,6.94119005506837,7.18373413517439,4.41839472527323,7.35851237628201,1.03985259346119,4.04567939024082,3.824065726669,7.75514599220124,8.58513217442443,4.50931986033126,0.000381352491964105,4.50783730741968,33
4.47528926513357,4.51184802875672,4.5154642729036,4.51841332206181,4.52080983737002,4.52309207495248,4.52526080275979,4.52655978540618,4.52699240492407,4.52634340544212,4.52526080275979,4.52396013056255,4.52211461085077,4.51993904162543,4.51797697428571,6.89365635460264,7.19475211671422,4.41890084694604,7.36486362024214,1.03275734587209,4.04602928527588,3.83966734323601,7.77889800596502,8.59250472471387,4.50821865991164,-0.0316887004731579,4.50697796560673,34
4.46049117461865,4.47892645941384,4.48243742060579,4.4853726225325,4.487737089096,4.49020816751841,4.49256124160544,4.49401513662193,4.49490879173055,4.49468545281282,4.49412688719477,4.49323253274723,4.491777498633,4.48998377617897,4.4884116253779,6.85646198459459,7.18031356128807,4.42461906105436,7.33953769540767,1.00788492503515,4.0342406381524,3.81924960527579,7.77681602896928,8.57495253577238,4.47528926513357,-0.0120224262729058,4.47251360089156,35
4.421607859758,4.46418249268711,4.46786023502349,4.47106720146461,4.47369382319971,4.47631356386309,4.47881299711157,4.48062685091349,4.4818719696436,4.48221127858764,4.48232435598925,4.48198508541771,4.48096658252878,4.47960696301275,4.47847253294213,6.82762923450285,7.17803429286855,4.42513401570782,7.35115822643069,0.995545436847407,4.03033923224619,3.8155121050473,7.7715857200037,8.57939774095989,4.46049117461865,-0.0354307291344455,4.45703858889244,36
4.43057867525605,4.42556493668836,4.4295064168582,4.43319492124828,4.4362780495058,4.43923365844346,4.44206284811794,4.44429696040001,4.44593996041753,4.44676044924045,4.44758026541332,4.44828243045095,4.44828243045095,4.44804843021588,4.44828243045095,6.80682936039218,7.15308293335222,4.42296462246666,7.38150189450671,0.966185048147997,4.01620282433781,3.79683659561903,7.77209565854819,8.5679243278226,4.421607859758,0.0139732983170542,4.416605376939,37
4.43426323400939,4.43402592978426,4.43746134156198,4.44076712969648,4.44370951986147,4.44652609254849,4.4491010003382,4.45085282560373,4.45213554981903,4.45260158734348,4.45306740777813,4.45330023664996,4.45295097301058,4.45213554981903,4.45155269732249,6.80682936039218,7.15319247009017,4.41957527761966,7.38150189450671,0.965804443743616,4.0206980220538,3.80220813942094,7.74437490079848,8.5679243278226,4.43057867525605,0.0089303751792105,4.42533285883018,38
4.44288652293064,4.43757959379413,4.44064925381964,4.44359199033204,4.4462916809206,4.44886719159269,4.45108617060538,4.45236859573013,4.45306740777813,4.45306740777813,4.45306740777813,4.45283452468439,4.45236859573013,4.45131946116983,4.45050270597595,6.80682936039218,7.15890302670594,4.42260459942129,7.38150189450671,0.968351731500614,4.01854284880582,3.80821683670256,7.74583362711748,8.5679243278226,4.43426323400939,0.0137810369804537,4.42910548595019,39
4.44053136404644,4.44652609254849,4.45015246372148,4.45376573182886,4.45725005591147,4.46049117461865,4.46349140765615,4.46544824281295,4.46659753612415,4.4672864786247,4.46808964543972,4.46877756108254,4.46877756108254,4.46820433091493,4.46786023502349,6.77764659363512,7.18169079904119,4.41617440603501,7.39939808333135,0.982714973921937,4.03087213926653,3.83319622488218,7.74480797934404,8.59120544470334,4.44288652293064,0.00210378820444831,4.43842757584199,40
4.4320065669789,4.44417949989597,4.44781437521188,4.45166929500233,4.45562554870807,4.45921913050379,4.46256921738907,4.46498815538823,4.46671239284052,4.46786023502349,4.46912134152481,4.47026642352329,4.4706096925924,4.47015197431,4.46980854805742,6.77078942390898,7.18158434002021,4.41226481773449,7.38150189450671,0.980991739810031,4.03900801718263,3.83492595504318,7.7376729755378,8.60296713643596,4.44053136404644,-0.00392086335669823,4.4359274303356,41
4.41521960202965,4.43544891116988,4.43899753093351,4.4430041353977,4.44746318995806,4.45166929500233,4.45550941143368,4.45852460564661,4.46118433545971,4.46303041882697,4.46498815538823,4.46671239284052,4.46763077196603,4.4675160206893,4.4672864786247,6.77650699237218,7.18966572761067,4.41886470389183,7.36296247898512,0.982864680123796,4.03883185229184,3.83211362219984,7.73256648472078,8.60063319865007,4.4320065669789,-0.0118768391261223,4.42709644115577,42
4.42268861639277,4.4188406077966,4.42232849394725,4.42628272592842,4.43057867525605,4.43450048193458,4.43828881368201,4.4414740933173,4.4444144071087,4.44640889360315,4.44839941003814,4.45026922477013,4.45143608604605,4.45190244958487,4.45225207956338,6.78445706263764,7.17696528854418,4.41846704405445,7.36770857237437,0.969148801362334,4.02731404976288,3.82777145298056,7.7432089877978,8.60013630422991,4.41521960202965,0.01288612296651,4.40980249342626,43
4.41425178196862,4.42628272592842,4.4295064168582,4.43319492124828,4.43746134156198,4.44135630074988,4.44500143383527,4.44804843021588,4.45073613268103,4.45260158734348,4.45446356856339,4.45632208925168,4.45748191308849,4.45794546623157,4.45840880459269,6.7945865808765,7.188548678918,4.4175626831649,7.37994401913321,0.96374667303045,4.03069453514564,3.83643701847155,7.73621538928653,8.60771008356829,4.42268861639277,-0.00347282286096315,4.41772460482958,44
4.42974479588198,4.41787628756758,4.4211271482958,4.424607082209,4.42879093864977,4.43283856322349,4.43651481995795,4.43970574626056,4.44253360251053,4.44453184002528,4.44640889360315,4.44828243045095,4.44956845389352,4.45026922477013,4.45085282560373,6.80461452006262,7.18150068569505,4.41288313822605,7.38987273861138,0.959694989481441,4.02535169073515,3.8271184983377,7.74885683903219,8.60955357028704,4.41425178196862,0.0207676605062065,4.40897713537577,45
4.43117387794013,4.43343242273378,4.43675153436313,4.4398237334001,4.44359199033204,4.44722899791951,4.45038597218722,4.45295097301058,4.45504472741045,4.45655416165931,4.45782959808938,4.45898767581001,4.45968187923949,4.45968187923949,4.4595662121293,6.81563999007433,7.19225730042729,4.41092988228061,7.38616101149202,0.966146994225585,4.02945042230411,3.83470990232548,7.73890198019885,8.6065035902953,4.42974479588198,0.0058981303948748,4.42527574754526,46
4.42208834024773,4.43473767358655,4.43828881368201,4.4414740933173,4.44547080723042,4.44945161098867,4.45295097301058,4.45550941143368,4.45759782152096,4.45887192837079,4.46002880031842,4.46106884201383,4.46153073578648,4.46118433545971,4.46072228162222,6.82871207164168,7.20254205316385,4.40631672723955,7.3946467524525,0.973238012315905,4.02731404976288,3.83794580203183,7.74363823655404,8.60864137786067,4.43117387794013,-0.00474484204475661,4.42683318229249,47
4.43117387794013,4.42604352009066,4.42998311809474,4.43355115232727,4.43746134156198,4.44123849430573,4.44476666449507,4.44758026541332,4.4500356890381,4.45155269732249,4.45271806279641,4.45376573182886,4.45434729625351,4.45388207177431,4.45341663076055,6.84374994900622,7.20398570988387,4.40934993032277,7.38739978526455,0.962296069630563,4.03229183781909,3.84117126445619,7.74761842740631,8.61088387873206,4.42208834024773,0.0131832755507385,4.41799060238939,48
4.4042772436087,4.43497480899198,4.43887944626666,4.44265125649032,4.44676044924045,4.45050270597595,4.45399839818635,4.45678618022183,4.45898767581001,4.46026001419228,4.46129981556839,4.46210780314625,4.46256921738907,4.46222317666816,4.46176160269273,6.86066367144829,7.21375358046969,4.40165767862303,7.39357073974396,0.968921131937354,4.04340208348453,3.86241250487481,7.74100782120296,8.62807245075583,4.43117387794013,-0.0231554152480743,4.42743265885677,49
4.35926964755127,4.39998933504805,4.40476612164337,4.4095201989828,4.41461482426703,4.41932241941758,4.42376820625352,4.4274778975778,4.43081679884331,4.4333136790419,4.43533040669619,4.43722479513864,4.43876134765419,4.43946973021037,4.44005966592449,6.87935580446044,7.21206582879495,4.40347007196753,7.37838371299671,0.950653510501665,4.03211448568597,3.8607297110406,7.73756394830051,8.63449611183574,4.4042772436087,-0.0321148729051296,4.3913845204564,50
4.37902212565358,4.36386266404621,4.36881474070165,4.37449836825309,4.37989937365771,4.38527136483877,4.38987078869693,4.39420221060402,4.39765389055958,4.40084838891447,4.40391042817389,4.40635332666494,4.40793801645838,4.40927694916404,4.41049260698455,6.88550967003482,7.18955257002352,4.41688689330982,7.3664451483276,0.926359867550939,4.01259206034984,3.82362885466555,7.72350939700838,8.62450380439768,4.35926964755127,0.0251742469322392,4.35384787872134,51
4.37210255347619,4.383775105208,4.38838140031189,4.39370813944772,4.39839198876015,4.40305400186596,4.40708503401466,4.41061409152579,4.41304068820305,4.41509867573408,4.41691103652738,4.41823801663645,4.4188406077966,4.41920198827394,4.4194428360593,6.88550967003482,7.19670155199554,4.41633143836587,7.35596054076646,0.929680684992915,4.01764348729183,3.82450240789865,7.72350939700838,8.61499118313954,4.37902212565358,-0.00242757350056932,4.37453012697676,52
4.37399446297662,4.37726531757217,4.38215162686203,4.38751156490445,4.39234818374575,4.39740773671218,4.40195180348115,4.40586522415372,4.4087902719431,4.4114640703275,4.41376752045794,4.41546141076012,4.41642806139121,4.41703174387257,4.41763506214125,6.88550967003482,7.18061808653557,4.41886470389183,7.35883089834235,0.931573355405312,4.02499448408731,3.80843868917158,7.707112114579,8.60349931977651,4.37210255347619,0.00640394860461065,4.36759051437201,53
4.38464819537883,4.37914749392304,4.38427410721436,4.38987078869693,4.39494285994043,4.40011210222027,4.40501047106426,4.40939858146973,4.41267707387264,4.41534051370382,4.41763506214125,4.41920198827394,4.4200447018614,4.420405647543,4.42064620563894,6.88857245956536,7.18537943979414,4.41738171280132,7.36264527041782,0.946431888786142,4.02105676645227,3.81793208202855,7.70619447285368,8.60282027738367,4.37399446297662,0.015032659788916,4.36961553558991,54
4.35272654896233,4.38962271129551,4.3945726038424,4.40011210222027,4.40525476079309,4.41049260698455,4.41521960202965,4.41956323820261,4.42256858998682,4.42508612413433,4.42711949604478,4.42843300748804,4.42879093864977,4.42879093864977,4.42855233211082,6.89568269774787,7.19432423214645,4.42064620563894,7.36105771650446,0.953085427702632,4.03051689947594,3.82798900981814,7.70387863491847,8.61683941154128,4.38464819537883,-0.0279142083740814,4.38064075733641,55
4.44218055749363,4.35799005684564,4.36348071738678,4.36957442673464,4.37537959195209,4.38115125163793,4.38664097222463,4.39172941013527,4.39568296112137,4.39925241533895,4.40219684146326,4.4042772436087,4.40513262338836,4.40562108352751,4.40598727211873,6.89568269774787,7.19221215607822,4.42301261574761,7.35147909920739,0.936838179761815,4.02802668118445,3.8275538488017,7.69431994023003,8.61124803816508,4.35272654896233,0.0942565351182368,4.34792402237539,56
4.42783617070518,4.44699475102222,4.45155269732249,4.45678618022183,4.46210780314625,4.4674012562432,4.47232427265466,4.47676847118357,4.47994704123401,4.48243742060579,4.48447040075031,4.4853726225325,4.48514714338836,4.48447040075031,4.48379319982149,6.91174730025167,7.21682695411239,4.40833988454146,7.3768209684999,0.991769193050061,4.05421677113132,3.86241250487481,7.7077054343553,8.62536574957387,4.44218055749363,-0.0124685665355371,4.44030473724072,57
4.47346569499066,4.43260092063681,4.43722479513864,4.44241593468667,4.44769732716353,4.45271806279641,4.45701814496423,4.46060673479674,4.46291513840722,4.46464295085111,4.46579316951945,4.46625288680142,4.46579316951945,4.46487310044937,4.46395218407255,6.92067150424868,7.21928326421173,4.41119701197366,7.37274636640433,0.984285772359963,4.05595017423479,3.86304282320643,7.70801094660737,8.63774572181256,4.42783617070518,0.0479259951675515,4.42553969982311,58
4.46843366241462,4.47767766547281,4.48175884107286,4.48638664999812,4.49110522970012,4.495578509358,4.49914278134256,4.50169677751182,4.50280517931006,4.50313746042294,4.50302671231939,4.50258359721299,4.50147494964933,4.50003186786479,4.49869794147757,6.96885037834195,7.22549602871711,4.40954452071062,7.38863702637506,1.01468705373035,4.07584109065754,3.88485733735538,7.70939356977109,8.6460612274761,4.47346569499066,-0.0041239815515709,4.47255764396619,59
4.43615964325381,4.47243847353413,4.47665476375266,4.48153254552991,4.48661184986396,4.49155345920112,4.495578509358,4.49858670058531,4.50025401603853,4.50092016461429,4.50103114624695,4.50069816439138,4.49969855304586,4.49847544731713,4.4972508437686,7.03702761468628,7.2207980334991,4.42247255848841,7.38025578842646,1.01826953598557,4.07872318131914,3.87825937527534,7.69682608751224,8.64692236475769,4.46843366241462,-0.0314782900250955,4.46763793327891,60
4.4542310104228,4.44064925381964,4.44511879783986,4.45038597218722,4.45585778280108,4.46118433545971,4.46567820716949,4.46912134152481,4.47118154598477,4.47243847353413,4.47312340506776,4.47335161136724,4.47289514667827,4.47221005873186,4.47152450111817,7.05358572719368,7.21132054306146,4.42975671334165,7.36960072052641,0.996911733841771,4.07295066953443,3.8617817889914,7.70687378861541,8.6416384296795,4.43615964325381,0.0194273203902224,4.43480369003258,61
4.42974479588198,4.45864039329219,4.46291513840722,4.46797494681025,4.47346569499066,4.47858603387864,4.48277653777402,4.48571074595076,4.48751214251986,4.4884116253779,4.48886106358771,4.48886106358771,4.4884116253779,4.48762462213305,4.48672443078161,7.05789793741186,7.20968043542192,4.42713144483228,7.36833968631138,1.01123720918311,4.0886617790866,3.85439389259151,7.68285564877529,8.63538503238923,4.4542310104228,-0.0236493371784245,4.4533941330604,62
